0,0,0.0000,0,0,0,0.0000,0,-0.7295122,NORMAL,3582276,,11/02/1970 11:06,11,4,36,151.3418987
4.933154,0,0.0000,0,-2.9460795,0,0.0000,0,-0.5215621,AGGRESSIVE,3582366,,11/02/1970 11:06,11,6,6,1105.871657
2.3970966,0,0.0000,0,2.6750638,0,0.0000,0,-3.0067048,AGGRESSIVE,3582366,,11/02/1970 11:06,11,6,6,1105.871657
-0.14744043,-0.14744043,-0.5308,1,0.042525113,0.042525113,0.1531,1,0.12718773,AGGRESSIVE,3582367,,11/02/1970 11:06,11,6,7,1105.718566
0.08691335,-0.14744043,-0.5308,1,0.36009634,0.042525113,0.1531,1,0.52054214,AGGRESSIVE,3582367,,11/02/1970 11:06,11,6,7,1105.718566
-1.1222702,-1.26971063,-4.5710,2,1.0588378,1.101362913,3.9649,6,1.1569757,AGGRESSIVE,3582368,,11/02/1970 11:06,11,6,8,1101.90675
-2.3459933,-1.26971063,-4.5710,2,1.8451544,1.101362913,3.9649,6,-0.35708904,AGGRESSIVE,3582368,,11/02/1970 11:06,11,6,8,1101.90675
-2.3490958,-3.61880643,-13.0277,3,-0.3117493,0.789613613,2.8426,13,0.4684677,AGGRESSIVE,3582369,,11/02/1970 11:06,11,6,9,1103.029048
-0.80549514,-4.42430157,-15.9275,4,0.9258895,1.715503113,6.1758,17,-0.7268076,AGGRESSIVE,3582370,,11/02/1970 11:06,11,6,10,1099.695845
-1.3858209,-4.42430157,-15.9275,4,-1.4002728,1.715503113,6.1758,17,2.3459988,AGGRESSIVE,3582370,,11/02/1970 11:06,11,6,10,1099.695845
0.4490471,-3.97525447,-14.3109,5,1.1195741,2.835077213,10.2063,18,1.0929928,AGGRESSIVE,3582371,,11/02/1970 11:06,11,6,11,1095.665379
1.3141806,-3.97525447,-14.3109,5,-0.4459901,2.835077213,10.2063,18,0.67918015,AGGRESSIVE,3582371,,11/02/1970 11:06,11,6,11,1095.665379
0.34996748,-3.62528699,-13.0510,6,-0.27857393,2.556503283,9.2034,16,-0.3148222,AGGRESSIVE,3582372,,11/02/1970 11:06,11,6,12,1096.668245
0.4279709,-3.62528699,-13.0510,6,-1.3410674,2.556503283,9.2034,16,0.23682213,AGGRESSIVE,3582372,,11/02/1970 11:06,11,6,12,1096.668245
-0.5127404,-4.13802739,-14.8969,7,-0.96300614,1.593497143,5.7366,16,0.5778246,AGGRESSIVE,3582373,,11/02/1970 11:06,11,6,13,1100.135067
-0.69294643,-4.13802739,-14.8969,7,-1.2386423,1.593497143,5.7366,16,-0.025651932,AGGRESSIVE,3582373,,11/02/1970 11:06,11,6,13,1100.135067
-0.03834319,-4.17637058,-15.0349,8,0.6300885,2.223585643,8.0049,17,0.16882133,AGGRESSIVE,3582374,,11/02/1970 11:06,11,6,14,1097.866748
0.9135362,-4.17637058,-15.0349,8,0.26838923,2.223585643,8.0049,17,0.3909006,AGGRESSIVE,3582374,,11/02/1970 11:06,11,6,14,1097.866748
0.3537147,-3.82265588,-13.7616,9,-0.20214415,2.021441493,7.2772,16,-0.24418926,AGGRESSIVE,3582375,,11/02/1970 11:06,11,6,15,1098.594467
0.09150833,-3.82265588,-13.7616,9,-1.2763027,2.021441493,7.2772,16,-0.51745224,AGGRESSIVE,3582375,,11/02/1970 11:06,11,6,15,1098.594467
1.053682,-2.76897388,-9.9683,10,-0.18578833,1.835653163,6.6084,12,1.6390381,AGGRESSIVE,3582376,,11/02/1970 11:06,11,6,16,1099.263305
-0.68784297,-3.45681685,-12.4445,11,-0.25782818,1.577824983,5.6802,14,1.4398193,AGGRESSIVE,3582377,,11/02/1970 11:06,11,6,17,1100.191487
-0.73779047,-3.45681685,-12.4445,11,0.6672817,1.577824983,5.6802,14,0.25414371,AGGRESSIVE,3582377,,11/02/1970 11:06,11,6,17,1100.191487
-0.05156353,-3.50838038,-12.6302,12,1.1686883,2.746513283,9.8874,16,-0.023550034,AGGRESSIVE,3582378,,11/02/1970 11:06,11,6,18,1095.984209
